Group G-1:,,,,
==================================================,,,,
,,,,
Team 1,,,,
--------------------------------------------------,,,,
1. 5002, Aarav Singh, CCDS, Male,4.02
4. 2722, James Thompson, CoB (NBS), Male,4.3
5. 4533, Jayden Chen, CoE, Male,4.2
,,,,
Team 604,,,,
--------------------------------------------------,,,,
1. 3454, Gita Tan, CCDS, Female,4.02
2. 5383, Hannah Patel, CoB (NBS), Female,4.19
3. 3671, Hui Ying, SPMS, Female,3.95
4. 3263, Jun Chen, EEE, Male,4.12
5. 1194, Karan Joshi, CoE, Male,4.02
,,,,
Team 605,,,,
--------------------------------------------------,,,,
1. 4877, Hazel Goh, CCDS, Female,4.1
2. 3123, Isabella Martinez, SSS, Female,4.07
3. 5264, Karan Kapoor, NIE, Male,4
4. 5240, Kazuki Watanabe, EEE, Male,4.09
5. 1456, Kumar Sundaram, SBS, Male,4.15
,,,,
Team 606,,,,
--------------------------------------------------,,,,
1. 521, Leila Wong, MAE, Female,3.97
2. 3918, Erqi, CCDS, Female,4.3
3. 3890, Marta Sihombing, SSS, Female,3.95
4. 5362, Pandu Rahmat, CEE, Male,4
5. 4592, Parker Li, SoH, Male,4.27
,,,,
Team 607,,,,
--------------------------------------------------,,,,
1. 5833, Mikayla Murphy, MAE, Female,4.2
2. 987, Miyuki Ikeda, SoH, Female,4.19
3. 1536, Quang Tran, CCDS, Male,4.08
4. 1438, Quang Tran, SSS, Male,3.85
5. 5680, Quincy Li, CoB (NBS), Male,4.22
,,,,
Team 608,,,,
--------------------------------------------------,,,,
1. 965, Paul Allen, MAE, Male,4.03
2. 5228, Teddy Kurniawan, CEE, Male,3.9
3. 5591, Samantha Ramos, SPMS, Female,3.93
4. 3950, Sana Javed, EEE, Female,4.02
5. 1259, Shafina Binti Ahmad, SoH, Female,4.3
,,,,
Team 609,,,,
--------------------------------------------------,,,,
1. 5654, Siti Aisha, CCEB, Female,4.14
2. 1261, Sophia Patel, CCDS, Female,4.01
3. 2831, Sushma Rao, MAE, Female,4.06
4. 4433, Wilfredo Salazar, CoB (NBS), Male,4.03
5. 355, Zhang Ming, EEE, Male,4.14
,,,,
Team 610,,,,
--------------------------------------------------,,,,
1. 3160, Tanya Nair, CCEB, Female,4.04
2. 4968, Vanessa Lim, CoB (NBS), Female,3.9
3. 2328, Tristan Harris, CCDS, Male,4.14
4. 352, Yasmin Naeem, CoE, Female,4.08
5. 5583, Zhenyu, SoH, Female,4.15
,,,,
Group G-62:,,,,
==================================================,,,,
,,,,
Team 611,,,,
--------------------------------------------------,,,,
1. 1822, Andrei Sokolov, CoB (NBS), Male,4.08
2. 2051, Carter Brown, SPMS, Male,3.86
3. 3015, Aria Nair, ADM, Female,4.02
4. 1046, Ava Allen, CCDS, Female,4.14
5. 3094, Christian Liu, EEE, Male,4.05
,,,,
Team 612,,,,
--------------------------------------------------,,,,
1. 3163, Anya Wong, CoB (NBS), Female,4.01
2. 2093, Clara Murphy, LKCMedicine, Female,4.12
3. 3125, Carter Edwards, CCDS, Male,4.16
4. 3560, Ethan Martinez, WKW SCI, Male,4.2
5. 5575, Hannah Rodriguez, SPMS, Female,4.01
,,,,
Team 613,,,,
--------------------------------------------------,,,,
1. 1299, George So, CCDS, Male,4.17
2. 4699, Harrison Torres, SBS, Male,4.09
3. 3806, Harvey Wu, CoB (NBS), Male,4.26
4. 5629, Hazel Chen, EEE, Female,4.03
5. 5464, Miranda Wu, MAE, Female,4.04
,,,,
Team 614,,,,
--------------------------------------------------,,,,
1. 2338, Hunter Carter, CCDS, Male,4.04
2. 4494, Hiroki Fujimoto, MSE, Male,3.91
3. 3619, Jack Nelson, EEE, Male,3.94
4. 4861, Jasmine Lim, SBS, Female,3.92
5. 3230, Kangming, CoB (NBS), Female,4.2
,,,,
Team 615,,,,
--------------------------------------------------,,,,
1. 758, Kaden White, EEE, Male,3.95
2. 1558, Jaxon Wood, SPMS, Male,4.22
3. 3201, Kamal Ahmed, CCDS, Male,3.95
4. 3808, Karishma Shah, CoB (NBS), Female,3.95
5. 3646, Miho Sato, SBS, Female,4.15
,,,,
Team 616,,,,
--------------------------------------------------,,,,
1. 643, Lenora Chang, EEE, Female,4.09
2. 363, Maya Binti Rahman, CCDS, Female,4.2
3. 5425, Nate Chan, CCEB, Male,4.2
4. 3326, Nia Lee, SSS, Female,4.21
5. 889, Nikolai Alvarado, ASE, Male,4.18
,,,,
Team 617,,,,
--------------------------------------------------,,,,
1. 4088, Mira Tan, CCDS, Female,4.08
2. 3718, Pooja Agarwal, SSS, Female,4.01
3. 3346, Nishant Kapoor, SoH, Male,4.03
4. 3781, Oliver Lim, EEE, Male,4.14
5. 900, Owais Hussain, SPMS, Male,3.93
,,,,
Team 618,,,,
--------------------------------------------------,,,,
1. 2232, Rashmika Jain, CEE, Female,4.02
2. 3062, Saanvi Gupta, CoB (NBS), Female,4.16
3. 148, Saanvi Iyer, MAE, Female,3.9
4. 1804, Sebastian Mitchell, MSE, Male,4.11
5. 3883, Sultan Bin Rahman, CCDS, Male,4.1
,,,,
Team 619,,,,
--------------------------------------------------,,,,
1. 1489, Savannah Chen, SoH, Female,4.15
2. 2436, Shalina Lee, CCEB, Female,4
3. 329, Tariq Iqbal, CoB (NBS), Male,4.06
4. 5481, Tyler Adams, WKW SCI, Male,3.89
5. 4222, Usman Rehman, CCDS, Male,3.92
,,,,
Team 620,,,,
--------------------------------------------------,,,,
1. 3613, Xena Nelson, CoB (NBS), Female,4.08
2. 3035, Yumiko Takeda, EEE, Female,4.01
3. 2554, Zainab Binti Jamal, SoH, Female,4.2
4. 2205, Zeke Yang, EEE, Male,4
5. 5907, Zhihao, CCEB, Female,4.05
,,,,
Group G-63:,,,,
==================================================,,,,
,,,,
Team 621,,,,
--------------------------------------------------,,,,
1. 5225, Aasiyah Khan, CCDS, Female,4.09
2. 5600, Anjali Bhatia, SoH, Female,4.06
3. 2662, Ariana Liu, MAE, Female,4.09
4. 3946, Dimas Santoso, SBS, Male,4.01
5. 1528, Ethan Johnson, WKW SCI, Male,4.3
,,,,
Team 622,,,,
--------------------------------------------------,,,,
1. 154, Benedict Cruz, MAE, Male,4
2. 5848, Chao Wang, CCDS, Male,4.01
3. 4064, Chandni Sethi, CoE, Female,4.06
4. 2606, Chloe Tam, MSE, Female,3.88
5. 3733, Demi Lee, EEE, Female,4.06
,,,,
Team 623,,,,
--------------------------------------------------,,,,
1. 4465, Dingming, CCDS, Female,4
2. 199, Devika Nair, CCEB, Female,4.25
3. 1963, Elvin Wong, SoH, Male,4.22
4. 2861, Ethan Wong, MAE, Male,4.08
5. 1215, Feng Qian, LKCMedicine, Female,4.1
,,,,
Team 624,,,,
--------------------------------------------------,,,,
1. 1098, Emma Li, CCDS, Female,4.03
2. 4735, Jacob Lin, CEE, Female,4.06
3. 1680, Glenn Lim, SBS, Male,4.2
4. 3719, Isaiah Patel, CCEB, Male,4.07
5. 3306, Kiran Khanna, MAE, Female,3.85
,,,,
Team 625,,,,
--------------------------------------------------,,,,
1. 5944, Hikaru Sato, CEE, Male,4.13
2. 915, Jett Li, CCDS, Male,4.02
3. 291, Le Minh Tuan, EEE, Male,4.09
4. 2268, Leila Tan, SPMS, Female,3.95
5. 606, Lily Carter, SSS, Female,4.17
,,,,
Team 626,,,,
--------------------------------------------------,,,,
1. 3758, Laila Binti Rahim, CCDS, Female,4.15
2. 3271, Lina Wong, CoB (NBS), Female,3.85
3. 748, Mason Reed, MAE, Male,4.21
4. 483, Nathan Lee, SSS, Male,4.05
5. 2950, Nikita Patel, SoH, Female,4.03
,,,,
Team 627,,,,
--------------------------------------------------,,,,
1. 1671, Megan Wright, CoB (NBS), Female,4.1
2. 4347, Neelam Singh, SSS, Female,4.1
3. 4544, Naresh Kumar, CCDS, Male,4.05
4. 5348, Nikolai Semyonov, CoE, Male,4.03
5. 295, Nina Kelly, MAE, Female,4.03
,,,,
Team 628,,,,
--------------------------------------------------,,,,
1. 1137, Qiming, ASE, Male,4.05
2. 5007, Rei Takahashi, SoH, Male,3.94
3. 264, Rhett Chen, CCEB, Male,4.22
4. 856, Sita Rahman, EEE, Female,4.22
5. 5893, Sophia Scott, CCDS, Female,4.18
,,,,
Team 629,,,,
--------------------------------------------------,,,,
1. 3186, Saqib Khan, WKW SCI, Male,4.15
2. 633, Shahbaz Malik, SPMS, Male,4.06
3. 4619, Sung-Jo Lee, EEE, Male,4.01
4. 4205, Wenyi, SSS, Female,4.15
5. 4203, Zhou Min, CoB (NBS), Female,4.2
,,,,
Team 630,,,,
--------------------------------------------------,,,,
1. 389, Sung-Jin Lee, WKW SCI, Male,4
2. 5538, Vishnu Rao, CCEB, Male,4.07
3. 2870, Tomoko Sato, SPMS, Female,4.19
4. 2709, Zachary Young, MAE, Male,4.12
5. 4415, Zhou Li, CEE, Male,3.9
,,,,
Group G-64:,,,,
==================================================,,,,
,,,,
Team 631,,,,
--------------------------------------------------,,,,
1. 4554, Andrei Konstantinov, WKW SCI, Male,4.05
2. 4582, Brendan Reyes, MAE, Male,4.15
3. 2585, Bethany Wang, SoH, Female,4.11
4. 2399, Chaya Desai, ADM, Female,3.85
5. 3464, Chen Yi, CoB (NBS), Male,4.05
,,,,
Team 632,,,,
--------------------------------------------------,,,,
1. 5404, Ava Li, MAE, Female,4.01
2. 841, Cherie Wong, CCEB, Female,4.1
3. 523, Bobby Yip, WKW SCI, Male,4.09
4. 5758, Chloe Lim, SSS, Female,4.03
5. 332, Daniel Robinson, SPMS, Male,4.2
,,,,
Team 633,,,,
--------------------------------------------------,,,,
1. 2598, Daniel Green, MAE, Male,4.11
2. 2544, Dong-Soo Lee, CoE, Male,4.2
3. 5619, Diana Tan, CCDS, Female,4.01
4. 794, Dina Sari, EEE, Female,4.15
5. 5117, Emily Thompson, SPMS, Female,4.05
,,,,
Team 634,,,,
--------------------------------------------------,,,,
1. 4501, Elias Bennett, CCDS, Male,4.03
2. 4226, Ethan Moore, CoB (NBS), Male,4.19
3. 5779, Evelyn Collins, SSS, Female,4.18
4. 2179, Faisal Naeem, CoE, Male,4.23
5. 3058, Layla Khan, EEE, Female,4.26
,,,,
Team 635,,,,
--------------------------------------------------,,,,
1. 1026, Farooq Khan, SPMS, Male,4.22
2. 4034, Gage Wright, CCDS, Male,3.87
3. 530, Hiroki Tanaka, EEE, Male,4.1
4. 2461, Hoa Tran, CoB (NBS), Female,4.25
5. 3877, Leila Dela Cruz, CCEB, Female,4.06
,,,,
Team 636,,,,
--------------------------------------------------,,,,
1. 4823, Jacob Bennett, CEE, Male,4.14
2. 1244, Kain Yang, EEE, Male,4.09
3. 4141, Kamran Shah, SSS, Male,4.14
4. 3666, Lina Rahmawati, CoE, Female,4.1
5. 2948, Mira Binti Bakar, SBS, Female,3.85
,,,,
Team 637,,,,
--------------------------------------------------,,,,
1. 2688, Kenneth Tan, SBS, Male,4.19
2. 926, Khairul Bin Ali, SoH, Male,3.9
3. 5832, Logan Rivera, EEE, Male,4.14
4. 5929, Mi-Ra Kim, CCEB, Female,4.12
5. 3784, Ranya Ibrahim, MAE, Female,4.12
,,,,
Team 638,,,,
--------------------------------------------------,,,,
1. 3881, Leo Xu, SoH, Male,4.14
2. 2059, Ningqi, CoB (NBS), Male,4.2
3. 616, Ravi Yadav, EEE, Male,4.2
4. 3544, Simran Bhatia, WKW SCI, Female,4.27
5. 4697, Talia Chen, NIE, Female,4.12
,,,,
Team 639,,,,
--------------------------------------------------,,,,
1. 873, Renee Tan, EEE, Female,4.22
2. 3894, Scarlett Young, SoH, Female,3.88
3. 4233, Sandi Prasetyo, CCDS, Male,4.1
4. 4957, Syahrul Bin Mohd, CoB (NBS), Male,3.85
5. 3359, Tyler Price, CEE, Male,4.17
,,,,
Team 640,,,,
--------------------------------------------------,,,,
1. 3322, Sara Martin, EEE, Female,4.19
2. 5961, Uy Nguyen, CCEB, Female,4.01
3. 3378, Zara Dwi, CoB (NBS), Female,4
4. 3977, Zane Wu, EEE, Male,4.09
5. 4583, Xiaoling Zhou, EEE, Female,4.03
,,,,
Group G-65:,,,,
==================================================,,,,
,,,,
Team 641,,,,
--------------------------------------------------,,,,
1. 5388, Adam Cooper, MAE, Male,4.17
2. 3587, Benjamin Hernandez, SPMS, Male,4.12
3. 5782, Akiko Matsuda, CoB (NBS), Female,4.03
4. 5134, Alice Wall, SSS, Female,4.06
5. 2678, Areeba Noor, SBS, Female,4.09
,,,,
Team 642,,,,
--------------------------------------------------,,,,
1. 784, Aria Carter, EEE, Female,4
2. 5602, Asad Bukhari, CCDS, Female,4.04
3. 21, David Smith, SPMS, Male,4.05
4. 538, Diana Yeo, MAE, Female,4.09
5. 3746, Evan Lewis, NIE, Male,3.86
,,,,
Team 643,,,,
--------------------------------------------------,,,,
1. 2234, Elena Chua, SSS, Female,4.22
2. 211, Elle Li, CoB (NBS), Female,4.03
3. 468, Harith Bin Rahman, EEE, Male,4.05
4. 4120, Ika Binti Zain, CCEB, Female,4.2
5. 4169, Ilya Semyonov, NIE, Male,3.9
,,,,
Team 644,,,,
--------------------------------------------------,,,,
1. 2082, Grace Yang, SSS, Female,4.12
2. 5139, Isabel Wong, CoB (NBS), Female,4.08
3. 2925, Izzat Bin Mohd, LKCMedicine, Male,4
4. 4478, Jin Wei Tan, SoH, Male,4.1
5. 3060, Jing Chen, CCDS, Male,3.97
,,,,
Team 645,,,,
--------------------------------------------------,,,,
1. 5871, Joshua Wang, LKCMedicine, Male,4.18
2. 5459, Kai Zhang, CCDS, Male,4.04
3. 5852, Kevin Patel, SBS, Male,4.04
4. 4532, Leila Iyer, SSS, Female,4.14
5. 1035, Nandini Rao, CCEB, Female,4.18
,,,,
Team 646,,,,
--------------------------------------------------,,,,
1. 1291, Khanh Le, CoE, Male,4.2
2. 2527, Kiran Malhotra, CEE, Male,3.8
3. 3644, Mira Binti Ali, LKCMedicine, Female,4.1
4. 271, Nadine Lee, CCDS, Female,4.22
5. 4375, Naomi Cheung, CCEB, Female,4.06
,,,,
Team 647,,,,
--------------------------------------------------,,,,
1. 3458, Nguyen Van Thanh, SBS, Female,4.11
2. 1072, Naya Tan, CCDS, Female,3.92
3. 3513, Nikita Sinha, MAE, Female,4.03
4. 1374, Ravi Kiran, SPMS, Male,4.03
5. 5916, Toni Susanto, CCEB, Male,4.2
,,,,
Team 648,,,,
--------------------------------------------------,,,,
1. 2929, Orion Setiawan, CCDS, Male,4.05
2. 4049, William Yang, EEE, Male,4.14
3. 359, Phuc Tran, CoB (NBS), Female,4.2
4. 5049, Prisha Ong, MAE, Female,4.15
5. 2953, Shivani Tan, CCEB, Female,4.15
,,,,
Team 649,,,,
--------------------------------------------------,,,,
1. 2866, Owen Chan, CCDS, Male,4.18
2. 1666, Wyatt Thompson, NIE, Male,4.26
3. 708, Sophie Wright, CoE, Female,4.03
4. 3426, Sushmita Sharma, CoB (NBS), Female,4.22
5. 14, Tanisha Desai, SBS, Female,4.03
,,,,
Team 650,,,,
--------------------------------------------------,,,,
1. 3393, Sonia Ong, CCDS, Female,4.15
2. 2762, Vivi Anggraini, EEE, Female,4.1
3. 2510, Xena Santos, MAE, Female,4.19
4. 1037, Yuuta Nakamura, CoE, Male,4.12
5. 59, Zheng Rui, SoH, Male,4.18
,,,,
Group G-66:,,,,
==================================================,,,,
,,,,
Team 651,,,,
--------------------------------------------------,,,,
1. 5932, Alvin Lee, SPMS, Male,4.15
2. 425, Aarav Patil, CoB (NBS), Male,3.85
3. 3701, Arjun Mehta, EEE, Male,4.21
4. 2779, Chloe Ong, MSE, Female,4.09
5. 761, Clara Lim, SoH, Female,4.14
,,,,
Team 652,,,,
--------------------------------------------------,,,,
1. 1226, Andrew Phillips, CoB (NBS), Male,4.15
2. 246, Caiyun, CEE, Male,4.25
3. 4779, Cameron Hall, NIE, Male,4.21
4. 2149, Ella Tsai, SSS, Female,4.03
5. 2156, Ellie Russell, MSE, Female,4.08
,,,,
Team 653,,,,
--------------------------------------------------,,,,
1. 5527, Carlos Martinez, SPMS, Male,4.15
2. 287, Daniel Kim, CCDS, Male,3.89
3. 575, Devon Tan, EEE, Male,4.25
4. 11, Fiona Tsai, MAE, Female,4.14
5. 720, Hannah Wu, CoB (NBS), Female,4.22
,,,,
Team 654,,,,
--------------------------------------------------,,,,
1. 4550, Dustin Chen, CEE, Male,4.06
2. 3009, In-Ho Kim, CoE, Male,3.9
3. 272, James Li, EEE, Male,4.19
4. 997, Jasmine Ali, SBS, Female,3.9
5. 1977, Kaira Ong, LKCMedicine, Female,3.88
,,,,
Team 655,,,,
--------------------------------------------------,,,,
1. 1696, Jason Martin, ASE, Male,4.15
2. 2580, Jing Mei, MAE, Male,4.04
3. 220, Joseph Lee, CEE, Male,4.22
4. 3566, Kajal Kaur, SPMS, Female,4.12
5. 4598, Nisha Joshi, SSS, Female,4.08
,,,,
Team 656,,,,
--------------------------------------------------,,,,
1. 843, Khalifah Binti Abd, CCEB, Male,4
2. 4701, Kong Ming, CCDS, Male,4.02
3. 2584, Lina Yeo, MAE, Female,4.09
4. 4648, Oliver Thomas, EEE, Male,4.15
5. 4331, Pallavi Joshi, CoB (NBS), Female,4.25
,,,,
Team 657,,,,
--------------------------------------------------,,,,
1. 4192, Lachlan Zhao, CCEB, Male,4.09
2. 4903, Samit Kumar, CoE, Male,4.15
3. 5078, Maya Lopez, MAE, Female,4.11
4. 4498, Rhea Iyer, CoB (NBS), Female,4.22
5. 1090, Syed Bilal Bin Rahman, WKW SCI, Male,4.15
,,,,
Team 658,,,,
--------------------------------------------------,,,,
1. 3202, Ritika Suresh, CoB (NBS), Female,4.2
2. 207, Sabrina Lin, MAE, Female,4.1
3. 315, Tina Lim, SBS, Female,4.21
4. 5384, Yale Cruz, EEE, Male,3.91
5. 97, Zheng Hao Tan, SPMS, Male,4
,,,,
Team 659,,,,
--------------------------------------------------,,,,
1. 5868, Saira Khan, CoB (NBS), Female,4.09
2. 3445, Vera Lim, NIE, Female,4.19
3. 5330, Ying Yue, SSS, Female,4.17
4. 820, Zhihao, ASE, Male,4.48
5. 957, Zhihao, SBS, Male,4.15
,,,,
Team 660,,,,
--------------------------------------------------,,,,
1. 382, Tao Ming, CoB (NBS), Male,4.22
2. 3947, Yuki Yamamoto, MAE, Female,3.92
3. 4021, Zoe Yip, EEE, Female,4
4. 906, Violet Tsai, CoB (NBS), Female,4.1
5. 4645, Xiu Chen, CoB (NBS), Female,4.1
,,,,
Group G-67:,,,,
==================================================,,,,
,,,,
Team 661,,,,
--------------------------------------------------,,,,
1. 4977, Alexander Adams, CoB (NBS), Male,4.23
2. 227, Akira Matsuda, ASE, Male,3.85
3. 3570, Addison Bell, CCDS, Female,3.85
4. 2521, Anastasia Smirnova, EEE, Female,4.09
5. 2291, Aria Wu, SoH, Female,4.18
,,,,
Team 662,,,,
--------------------------------------------------,,,,
1. 5717, Ava Chan, CCDS, Female,4.22
2. 549, Ayesha Malik, SSS, Female,4
3. 1871, Cynthia Lee, SPMS, Female,4.16
4. 5973, Dev Raj, CoE, Male,4.23
5. 453, Dylan Liu, NIE, Male,4.09
,,,,
Team 663,,,,
--------------------------------------------------,,,,
1. 5778, Bingli, CCDS, Male,4.2
2. 4628, Eli Chen, ASE, Male,4.06
3. 5283, Disha Nair, CoB (NBS), Female,4.01
4. 2314, Emery Rice, CEE, Female,4.12
5. 1792, Hugo Wang, LKCMedicine, Male,4.1
,,,,
Team 664,,,,
--------------------------------------------------,,,,
1. 2311, Ethan Taylor, CEE, Male,4.21
2. 3350, Jerome Tan, CCDS, Male,4.18
3. 2297, Isabella Hernandez, SBS, Female,4.1
4. 5253, Janelle Pineda, SSS, Female,4.02
5. 4681, Jaya Singh, MAE, Female,4.01
,,,,
Team 665,,,,
--------------------------------------------------,,,,
1. 4473, Jett Brown, CCDS, Male,4.2
2. 4275, Julian Carter, SBS, Male,4.22
3. 852, Justin Li, CoB (NBS), Male,4.2
4. 1729, Lila Young, CCEB, Female,4.01
5. 5252, Natsumi Yamamoto, NIE, Female,4.01
,,,,
Team 666,,,,
--------------------------------------------------,,,,
1. 1660, Kieu Nguyen, CCDS, Female,4.01
2. 5878, Olivia Kim, SSS, Female,4.09
3. 5454, Leo Huang, SBS, Male,4.04
4. 2285, Oliver Huang, CoB (NBS), Male,4.08
5. 2219, Olivia Lee, CoE, Female,4.12
,,,,
Team 667,,,,
--------------------------------------------------,,,,
1. 3038, Lian Huang, CCDS, Female,3.95
2. 2889, Peyton Chang, CoB (NBS), Female,4.09
3. 3966, Owen Hall, WKW SCI, Male,4.22
4. 571, Paul Chan, SoH, Male,4.06
5. 1023, Peishan, ASE, Male,4.1
,,,,
Team 668,,,,
--------------------------------------------------,,,,
1. 249, Remy Mendoza, EEE, Female,4.14
2. 4916, Kah Ying, CCDS, Female,3.88
3. 2947, Rahul Gupta, CoE, Male,3.9
4. 5764, Rina Lestari, CCEB, Female,4
5. 5509, Sameer Khan, CoB (NBS), Male,4.01
,,,,
Team 669,,,,
--------------------------------------------------,,,,
1. 1459, Sanya Gupta, CoB (NBS), Female,4.12
2. 716, Sanya Maheshwari, SoH, Female,4
3. 5272, Umara Rahmadani, SPMS, Female,4.15
4. 3153, Xue Ying, WKW SCI, Male,4.17
5. 393, Yuki Takahashi, EEE, Male,4.06
,,,,
Team 670,,,,
--------------------------------------------------,,,,
1. 2305, Umme Aiman, EEE, Female,4
2. 4818, Vika Rahmadani, CoB (NBS), Female,4.15
3. 1321, Zane Lee, CEE, Male,4.19
4. 1364, Zara Santos, MAE, Female,4.25
5. 2393, Zoe Leung, MSE, Female,4.12
,,,,
Group G-68:,,,,
==================================================,,,,
,,,,
Team 671,,,,
--------------------------------------------------,,,,
1. 2996, Aditi Kapoor, SSS, Female,4
2. 3836, Anika Tan, EEE, Female,3.95
3. 1084, Adrian Liu, CCDS, Male,4.22
4. 4420, Diya Mathur, MAE, Female,4.02
5. 83, Knox Yang, MSE, Male,4.03
,,,,
Team 672,,,,
--------------------------------------------------,,,,
1. 485, Ahmad Bin Zakaria, SSS, Male,4.01
2. 1743, Aiden Thompson, EEE, Male,4.16
3. 1218, Emma Tsai, SBS, Female,4.22
4. 1196, Henry Smith, CCDS, Male,4.15
5. 2433, Iris Zhao, CoB (NBS), Female,4.02
,,,,
Team 673,,,,
--------------------------------------------------,,,,
1. 1579, Hunter Johnson, CCDS, Male,4.15
2. 2624, Hunter Yang, EEE, Male,4.08
3. 2464, Jayden Lee, MAE, Male,4.02
4. 4276, Leona Chua, CoB (NBS), Female,4.05
5. 3349, Lin Chen, WKW SCI, Female,4.1
,,,,
Team 674,,,,
--------------------------------------------------,,,,
1. 3755, Jennifer Tan, CCDS, Female,4.2
2. 120, Fatimah Binti Ali, EEE, Female,3.88
3. 2513, Laura Garcia, MAE, Female,3.85
4. 5572, Levi Li, LKCMedicine, Male,4.14
5. 3561, Mohammed Ali, CoE, Male,3.88
,,,,
Team 675,,,,
--------------------------------------------------,,,,
1. 5603, Jin Le Tan, EEE, Male,4.15
2. 5510, Li Jun, CCDS, Male,4.05
